ID;"""Nome""";"""Empreendedor""";"""CPF_CNPJ""";"""UF""";"""Município""";"""Dano Potencial Associado - DPA""";"""Inserido na PNSB""";"""Nível de Emergência""";"""Tipo de Barragem de Mineração""";"""A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório""";"""Quantidade Diques Internos""";"""Quantidade Diques Selantes""";"""A barragem de mineração possui Back Up Dam""";"""Situação Operacional""";"""Estrutura com o Objetivo de Contenção""";"""A Barragem de Mineração está dentro da Área do Processo ANM ou da Área de Servidão""";"""Barragem de mineração é alimentado por usina""";"""Usinas""";"""Minério principal presente no reservatório""";;
9068;"""Bacia 5 B""";"""IMERYS RIO CAPIM CAULIM S.A.""";"""16532798000152""";"""PA""";"""BARCARENA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Caulim""";;
8939;"""Rancho Casca""";"""NACIONAL DE GRAFITE LTDA""";"""21228861000100""";"""MG""";"""PEDRA AZUL""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""Usina de Beneficiamento - Pedra Azul";;;
9069;"""Bacia 5 C""";"""IMERYS RIO CAPIM CAULIM S.A.""";"""16532798000152""";"""PA""";"""BARCARENA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Caulim""";;
9070;"""Bacia 6 A""";"""IMERYS RIO CAPIM CAULIM S.A.""";"""16532798000152""";"""PA""";"""BARCARENA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Não""";"""Sim""";"""Usina de Barcarena";;;
9474;"""Barragem Torto""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""BARÃO DE COCAIS""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Brucutu";;;
9073;"""Bacia de Segurança""";"""IMERYS RIO CAPIM CAULIM S.A.""";"""16532798000152""";"""PA""";"""BARCARENA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Não""";"""-""";"""Caulim""";;
9077;"""Deposito de Rejeito R4""";"""PARA PIGMENTOS S A""";"""33931510000131""";"""PA""";"""IPIXUNA DO PARÁ""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Caulim""";;
9075;"""Bacia de Controle Ambiental""";"""PARA PIGMENTOS S A""";"""33931510000131""";"""PA""";"""IPIXUNA DO PARÁ""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9741;"""Bacia 6B""";"""IMERYS RIO CAPIM CAULIM S.A.""";"""16532798000152""";"""PA""";"""BARCARENA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""Usina de Barcarena";;;
8332;"""Pontal""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""ITABIRA""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Sim""";"""5""";"""1""";"""Sim""";"""Concreto""";"""Rocha alterada / Saprolito""";"""CMP (Cheia Máxima Provável) ou Decamilenar""";"""Etapa única""";"""Existe instrumentação de acordo com o projeto técnico""";"""Em Descaracterização""";;
8218;"""Barragem 02""";"""CSN CIMENTOS S.A.""";"""38282487000115""";"""MG""";"""ARCOS""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8219;"""Barragem 03""";"""CSN CIMENTOS S.A.""";"""38282487000115""";"""MG""";"""ARCOS""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9125;"""B1""";"""MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.""";"""12094570000410""";"""PA""";"""PARAGOMINAS""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Sim""";"""1""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina Paragominas";;;
9127;"""B5""";"""MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.""";"""12094570000410""";"""PA""";"""PARAGOMINAS""";"""Baixa""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9128;"""B6""";"""MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.""";"""12094570000410""";"""PA""";"""PARAGOMINAS""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9197;"""RP1""";"""Mineração Paragominas S.A.""";"""12094570000410""";"""PA""";"""PARAGOMINAS""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Sim""";"""4""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina Paragominas";;;
8880;"""BARRAGEM DO BURACO""";"""CMOC BRASIL MINERACAO";" INDUSTRIA E PARTICIPACOES LTDA.""";"""26108898000100""";"""GO""";"""Baixa""";"""Sim""";"""Sim""";"""1º Campanha 2023 - Atestado""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não se aplica a esse tipo de barragem""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";;
8296;"""Forquilha IV""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""OURO PRETO""";"""Alta""";"""Sim""";"""Nível de Alerta""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Sim""";"""Concreto""";"""Rocha sã""";"""CMP (Cheia Máxima Provável) ou Decamilenar""";"""Etapa única""";"""Existe instrumentação de acordo com o projeto técnico""";"""Inativa""";;
9098;"""Capão da Serra""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""NOVA LIMA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9551;"""Berion""";"""COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL""";"""25252467000150""";"""MT""";"""PONTES E LACERDA""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Secundário""";;
9462;"""Santa Maria""";"""JOSE MARIA OTAVIO MARTINS DUARTE""";"""***869507***""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Santa Maria";;;
9012;"""Barragem de Rejeitos Bom Futuro""";"""JOSE MARIA OTAVIO MARTINS DUARTE""";"""***869507***""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Baixa""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""PB BOM FUTURO II";;;
9644;"""BR BRASÃO""";"""JOSE MARIA OTAVIO MARTINS DUARTE""";"""***869507***""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Média""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Argila Arenosa""";;
5865;"""Dique B3""";"""EMICON MINERACAO E TERRAPLENAGEM LIMITADA""";"""16679953000168""";"""MG""";"""BRUMADINHO""";"""Alta""";"""Sim""";"""Nível de Alerta""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
5866;"""Dique B4""";"""EMICON MINERACAO E TERRAPLENAGEM LIMITADA""";"""16679953000168""";"""MG""";"""BRUMADINHO""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9439;"""Barragem CBC""";"""Companhia Brasileira do Cobre""";"""87678207000106""";"""RS""";"""CAÇAPAVA DO SUL""";"""Média""";"""Sim""";"""Nível de Alerta""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Arenito""";;
9042;"""Baias da UTM II""";"""GERDAU ACOMINAS S/A""";"""17227422000105""";"""MG""";"""OURO PRETO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""USINA ÚMIDA MB II";;;
9045;"""Dique Norte da PDE 1""";"""GERDAU ACOMINAS S/A""";"""17227422000105""";"""MG""";"""ITABIRITO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8855;"""Tanque Fundo""";"""Humberto Covezzi""";"""***299025***""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""humberto";;;
9534;"""Xingu""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""MARIANA""";"""Alta""";"""Sim""";"""Emergência Nivel 2""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ferro""";;
9248;"""Pinheirinho""";"""Mineração Nossa Senhora do Carmo Ltda""";"""83647750000187""";"""PR""";"""CERRO AZUL""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""mineração nossa sra do carmo";;;
9249;"""Bacia de Decantação Final No Bota Fora""";"""Mineração Nossa Senhora do Carmo Ltda""";"""83647750000187""";"""PR""";"""CERRO AZUL""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""mineração nossa sra do carmo";;;
8199;"""PDE Permanente I""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""MARIANA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8198;"""PDE Permanente II - Fase I""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""MARIANA""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9374;"""Bom Retiro 2""";"""MINERACAO BOM RETIRO LTDA""";"""56763790000111""";"""SP""";"""LEME""";"""Alta""";"""Sim""";"""Nível de Alerta""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Argila""";;
8210;"""Dicão Leste""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""MARIANA""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Sim""";"""0""";"""1""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8206;"""Mosquito""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""CATAS ALTAS""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8217;"""B7""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""NOVA LIMA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
5863;"""Barragem B1A""";"""EMICON MINERACAO E TERRAPLENAGEM LIMITADA""";"""16679953000168""";"""MG""";"""BRUMADINHO""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Não""";"""Não""";"""-""";"""Minério de Ferro""";;
9800;"""Barragem Quéias""";"""EMICON MINERACAO E TERRAPLENAGEM LIMITADA""";"""16679953000168""";"""MG""";"""BRUMADINHO""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9646;"""Berion 2""";"""COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL""";"""25252467000150""";"""MT""";"""PONTES E LACERDA""";"""Média""";"""Sim""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Secundário""";;
9921;"""BIG BERION""";"""COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL""";"""25252467000150""";"""MT""";"""PONTES E LACERDA""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
9553;"""Elvo 1""";"""COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL""";"""25252467000150""";"""MT""";"""PONTES E LACERDA""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
9648;"""Elvo Captação""";"""COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL""";"""25252467000150""";"""MT""";"""PONTES E LACERDA""";"""Média""";"""Sim""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9693;"""SR.PEDRINHO""";"""COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL""";"""25252467000150""";"""MT""";"""PONTES E LACERDA""";"""Baixa""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
8662;"""0-1""";"""MINERACAO TABOCA S A""";"""34019992000110""";"""AM""";"""PRESIDENTE FIGUEIREDO""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Sim""";"""0""";"""1""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Estanho Primário""";;
8779;"""103 (Cruz)""";"""MINERACAO TABOCA S A""";"""34019992000110""";"""AM""";"""PRESIDENTE FIGUEIREDO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Sim""";"""UBM- USINA DE BENEFICIAMENTO MINERAL";;;
8778;"""111 (Índio)""";"""MINERACAO TABOCA S A""";"""34019992000110""";"""AM""";"""PRESIDENTE FIGUEIREDO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Sim""";"""4""";"""4""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Sim""";"""UBM- USINA DE BENEFICIAMENTO MINERAL";;;
8684;"""158 (A-1)""";"""MINERACAO TABOCA S A""";"""34019992000110""";"""AM""";"""PRESIDENTE FIGUEIREDO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Sim""";"""0""";"""2""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""Concentração""";"""Minério de Estanho Primário""";;
8685;"""161 (A-2)""";"""MINERACAO TABOCA S A""";"""34019992000110""";"""AM""";"""PRESIDENTE FIGUEIREDO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Concentração""";"""Minério de Estanho Primário""";;
8774;"""444 (A-3)""";"""MINERACAO TABOCA S A""";"""34019992000110""";"""AM""";"""PRESIDENTE FIGUEIREDO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Concentração""";"""Minério de Estanho Primário""";;
8679;"""81-1""";"""MINERACAO TABOCA S A""";"""34019992000110""";"""AM""";"""PRESIDENTE FIGUEIREDO""";"""Média""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Estanho Primário""";;
8200;"""PDE Fosforoso""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""MARIANA""";"""Baixa""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8775;"""Pau D'Arco""";"""MINERACAO TABOCA S A""";"""34019992000110""";"""AM""";"""PRESIDENTE FIGUEIREDO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Concentração""";"""Minério de Estanho Primário""";;
8209;"""Campo Grande""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""MARIANA""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Sim""";"""0""";"""2""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ferro""";;
9552;"""Campos""";"""COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL""";"""25252467000150""";"""MT""";"""PONTES E LACERDA""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Secundário""";;
8193;"""Azul""";"""VALE S.A.""";"""33592510000154""";"""PA""";"""PARAUAPEBAS""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Não""";"""Sim""";"""Usina de Manganês do Azul";;;
8194;"""Kalunga""";"""VALE S.A.""";"""33592510000154""";"""PA""";"""PARAUAPEBAS""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina de Manganês do Azul";;;
8184;"""Estéril Sul""";"""VALE S.A.""";"""33592510000154""";"""PA""";"""PARAUAPEBAS""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8187;"""Jacaré""";"""VALE S.A.""";"""33592510000154""";"""PA""";"""PARAUAPEBAS""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8188;"""Pera Jusante""";"""VALE S.A.""";"""33592510000154""";"""PA""";"""PARAUAPEBAS""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8189;"""Pera Montante""";"""VALE S.A.""";"""33592510000154""";"""PA""";"""PARAUAPEBAS""";"""Baixa""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9051;"""TAP D""";"""MINA TUCANO LTDA.""";"""05642709000104""";"""AP""";"""PEDRA BRANCA DO AMAPARI""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""usina tucano Ouro";;;
9605;"""Leste""";"""MINA TUCANO LTDA.""";"""05642709000104""";"""AP""";"""PEDRA BRANCA DO AMAPARI""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
9050;"""North Mill Pond""";"""MINA TUCANO LTDA.""";"""05642709000104""";"""AP""";"""PEDRA BRANCA DO AMAPARI""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""usina tucano Ouro";;;
9056;"""Dique 1 (Barragem 2 -Britagem)""";"""PEDREIRA SARGON LTDA""";"""60101300000199""";"""SP""";"""SANTA ISABEL""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9058;"""Dique 3 (Barragem 1 - Portaria)""";"""PEDREIRA SARGON LTDA""";"""60101300000199""";"""SP""";"""SANTA ISABEL""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8950;"""Guará 3""";"""MINERADORA PONTE ALTA LTDA""";"""00478237000182""";"""SP""";"""GUARAREMA""";"""Alta""";"""Sim""";"""Nível de Alerta""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Sim""";"""Cachoeira Guararema";;;
8456;"""VI""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""BRUMADINHO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Não""";"""Não""";"""-""";"""Minério de Ferro""";;
8457;"""VII""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""BRUMADINHO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8451;"""Menezes I""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""BRUMADINHO""";"""Baixa""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8453;"""Menezes II""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""BRUMADINHO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9629;"""6""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""NOVA LIMA""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9630;"""7a""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""NOVA LIMA""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
